anno;provincia;settore;qualifica;arrivi_italiani;presenza_italiani;arrivi_stranieri;presenza_stranieri;arrivi_totali;presenza_totali
2020;VC;SETTORE EXTRALBERGHIERO;Campeggio;6874;25462;329;813;7203;26275
2007;AT;SETTORE EXTRALBERGHIERO;Agriturismo;8997;22902;8225;28907;17222;51809
2008;VB;SETTORE EXTRALBERGHIERO;Bed & Breakfast;2072;4290;1756;4567;3828;8857
2010;TO;SETTORE ALBERGHIERO;Albergo;1301155;3152801;206841;561488;1507996;3714289
2016;CN;SETTORE EXTRALBERGHIERO;CAV - Residence;14014;77031;11063;50965;25077;127996
2021;TO;SETTORE EXTRALBERGHIERO;Campeggio;43501;101048;9452;21710;52953;122758
2008;NO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);6755;50063;6842;52446;13597;102509
2010;CN;SETTORE EXTRALBERGHIERO;Affittacamere;15705;34113;14576;42157;30281;76270
2010;CN;SETTORE EXTRALBERGHIERO;Casa per ferie;11826;63010;700;7783;12526;70793
2015;VB;SETTORE EXTRALBERGHIERO;Agriturismo;1291;2852;779;2660;2070;5512
2016;VC;SETTORE EXTRALBERGHIERO;Affittacamere;3794;12419;1451;4274;5245;16693
2016;VC;SETTORE EXTRALBERGHIERO;Casa per ferie;2836;17327;168;446;3004;17773
2018;AL;SETTORE EXTRALBERGHIERO;Bed & Breakfast;10153;17737;9456;16330;19609;34067
2021;AT;SETTORE EXTRALBERGHIERO;CAV - Residence;3230;9426;2162;11089;5392;20515
2009;TO;SETTORE EXTRALBERGHIERO;Agriturismo;3876;10788;691;2065;4567;12853
2012;CN;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;5615;13213;2171;2761;7786;15974
2014;VB;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;344;1013;1139;5030;1483;6043
2015;AT;SETTORE EXTRALBERGHIERO;Affittacamere;5341;15381;4599;15521;9940;30902
2015;AT;SETTORE EXTRALBERGHIERO;Casa per ferie;4267;7179;1967;6235;6234;13414
2016;BI;SETTORE ALBERGHIERO;Albergo;32013;77648;16147;36321;48160;113969
2017;TO;SETTORE EXTRALBERGHIERO;Rifugio alpino;7209;8892;1272;1500;8481;10392
2013;TO;SETTORE EXTRALBERGHIERO;Agriturismo;4399;11079;1472;5262;5871;16341
2016;CN;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;3895;7777;3543;4943;7438;12720
2018;VB;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;1051;2670;1711;8121;2762;10791
2019;AT;SETTORE EXTRALBERGHIERO;Affittacamere;8761;15329;7071;16416;15832;31745
2019;AT;SETTORE EXTRALBERGHIERO;Casa per ferie;3869;6232;1357;3072;5226;9304
2019;CN;SETTORE EXTRALBERGHIERO;Ostello;1052;3215;227;1539;1279;4754
2020;BI;SETTORE ALBERGHIERO;Albergo;21584;52956;4606;10834;26190;63790
2021;TO;SETTORE EXTRALBERGHIERO;Rifugio alpino;957;2618;266;328;1223;2946
2005;BI;SETTORE ALBERGHIERO;Albergo;36201;102555;13932;38410;50133;140965
2011;NO;SETTORE ALBERGHIERO;Albergo;185877;316174;134928;288043;320805;604217
2014;AL;SETTORE EXTRALBERGHIERO;Agriturismo;15303;27935;10256;25810;25559;53745
2016;BI;SETTORE EXTRALBERGHIERO;Campeggio;4987;17778;1190;2410;6177;20188
2018;VB;SETTORE EXTRALBERGHIERO;CAV - Residence;6183;45256;28345;160872;34528;206128
2009;NO;SETTORE EXTRALBERGHIERO;CAV - Residence;319;1326;908;4483;1227;5809
2012;AL;SETTORE EXTRALBERGHIERO;Ostello;2876;9129;718;4296;3594;13425
2016;BI;SETTORE EXTRALBERGHIERO;Bed & Breakfast;4167;7648;1882;4096;6049;11744
2016;TO;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;663;2567;254;681;917;3248
2008;VB;SETTORE EXTRALBERGHIERO;Agriturismo;1162;3230;343;1585;1505;4815
2009;VC;SETTORE EXTRALBERGHIERO;Affittacamere;2007;9140;580;3164;2587;12304
2009;VC;SETTORE EXTRALBERGHIERO;Casa per ferie;2838;28020;206;2677;3044;30697
2011;AL;SETTORE EXTRALBERGHIERO;Bed & Breakfast;3826;6610;1903;4354;5729;10964
2014;AT;SETTORE EXTRALBERGHIERO;CAV - Residence;1358;5447;1308;8477;2666;13924
2016;VB;SETTORE EXTRALBERGHIERO;Rifugio alpino;2625;3134;1461;1630;4086;4764
2007;NO;SETTORE EXTRALBERGHIERO;Bed & Breakfast;374;877;358;1809;732;2686
2007;VC;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);2383;15721;874;4611;3257;20332
2016;TO;SETTORE EXTRALBERGHIERO;CAV - Residence;43119;243112;17291;104283;60410;347395
2016;VB;SETTORE EXTRALBERGHIERO;Affittacamere;5594;12588;6695;16664;12289;29252
2016;VB;SETTORE EXTRALBERGHIERO;Casa per ferie;8894;41982;1721;4448;10615;46430
2017;AL;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;165;226;559;2770;724;2996
2006;VC;SETTORE ALBERGHIERO;Albergo;32678;107966;10295;30282;42973;138248
2011;AL;SETTORE EXTRALBERGHIERO;Affittacamere;6273;17022;2995;8912;9268;25934
2011;AL;SETTORE EXTRALBERGHIERO;Casa per ferie;1114;4695;157;1020;1271;5715
2011;CN;SETTORE EXTRALBERGHIERO;Campeggio;24468;131916;6956;28527;31424;160443
2021;TO;SETTORE EXTRALBERGHIERO;Agriturismo;8109;19189;2226;6256;10335;25445
2005;AT;SETTORE ALBERGHIERO;Albergo;32624;57744;22715;50405;55339;108149
2007;BI;SETTORE EXTRALBERGHIERO;CAV - Residence;418;9083;253;3300;671;12383
2013;NO;SETTORE EXTRALBERGHIERO;CAV - Residence;643;4503;1489;7907;2132;12410
2016;AL;SETTORE EXTRALBERGHIERO;Ostello;3222;9860;2719;6671;5941;16531
2020;BI;SETTORE EXTRALBERGHIERO;Bed & Breakfast;4145;8812;810;2240;4955;11052
2020;TO;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;330;1268;130;636;460;1904
2005;VB;SETTORE EXTRALBERGHIERO;Bed & Breakfast;390;829;468;1785;858;2614
2007;TO;SETTORE ALBERGHIERO;Albergo;917526;1892147;226679;709818;1144205;2601965
2013;CN;SETTORE EXTRALBERGHIERO;CAV - Residence;6712;52448;4899;28851;11611;81299
2018;TO;SETTORE EXTRALBERGHIERO;Campeggio;80879;236736;6054;15183;86933;251919
2019;VC;SETTORE EXTRALBERGHIERO;CAV - Residence;10849;62553;5085;27434;15934;89987
2005;BI;SETTORE EXTRALBERGHIERO;Bed & Breakfast;291;588;112;416;403;1004
2011;NO;SETTORE EXTRALBERGHIERO;Bed & Breakfast;1769;3488;1692;4323;3461;7811
2020;TO;SETTORE EXTRALBERGHIERO;CAV - Residence;29334;145850;11816;51869;41150;197719
2020;VB;SETTORE EXTRALBERGHIERO;Affittacamere;7172;15363;4138;9016;11310;24379
2020;VB;SETTORE EXTRALBERGHIERO;Casa per ferie;4578;15347;1864;6129;6442;21476
2021;AL;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;477;897;457;2649;934;3546
2021;CN;SETTORE EXTRALBERGHIERO;Agriturismi (senza ricettività);0;0;null;null;0;0
2021;TO;SETTORE EXTRALBERGHIERO;Country house;928;2024;606;1903;1534;3927
2009;NO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);5839;29602;6305;38484;12144;68086
2011;CN;SETTORE EXTRALBERGHIERO;Affittacamere;15988;34467;16173;47117;32161;81584
2011;CN;SETTORE EXTRALBERGHIERO;Casa per ferie;13956;81099;879;8985;14835;90084
2016;VB;SETTORE EXTRALBERGHIERO;Agriturismo;1558;3189;1993;5481;3551;8670
2017;VC;SETTORE EXTRALBERGHIERO;Affittacamere;3992;12446;1764;4894;5756;17340
2017;VC;SETTORE EXTRALBERGHIERO;Casa per ferie;1837;12074;70;358;1907;12432
2019;AL;SETTORE EXTRALBERGHIERO;Bed & Breakfast;10785;16156;9627;16447;20412;32603
2019;BI;SETTORE EXTRALBERGHIERO;Agriturismi (senza ricettività);0;0;0;0;0;0
2010;TO;SETTORE EXTRALBERGHIERO;Agriturismo;2914;9671;789;2528;3703;12199
2013;CN;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;3946;6744;2570;3489;6516;10233
2015;VB;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;299;686;1205;5627;1504;6313
2016;AT;SETTORE EXTRALBERGHIERO;Affittacamere;6907;15601;5475;16278;12382;31879
2016;AT;SETTORE EXTRALBERGHIERO;Casa per ferie;3084;5302;1225;4303;4309;9605
2016;CN;SETTORE EXTRALBERGHIERO;Ostello;722;1667;166;795;888;2462
2017;BI;SETTORE ALBERGHIERO;Albergo;35961;86977;17576;39491;53537;126468
2018;TO;SETTORE EXTRALBERGHIERO;Rifugio alpino;5591;6829;1076;1277;6667;8106
2019;VC;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;558;2370;80;387;638;2757
2007;TO;SETTORE EXTRALBERGHIERO;Bed & Breakfast;4274;9718;1436;4785;5710;14503
2010;AL;SETTORE EXTRALBERGHIERO;CAV - Residence;1865;6097;460;2241;2325;8338
2013;NO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);2510;14158;8133;39892;10643;54050
2015;CN;SETTORE EXTRALBERGHIERO;Affittacamere;21866;41021;21953;58604;43819;99625
2015;CN;SETTORE EXTRALBERGHIERO;Casa per ferie;13377;70760;1639;6850;15016;77610
2020;VB;SETTORE EXTRALBERGHIERO;Agriturismo;2078;4117;1198;3332;3276;7449
2021;VC;SETTORE EXTRALBERGHIERO;Affittacamere;3124;6890;701;1460;3825;8350
2021;VC;SETTORE EXTRALBERGHIERO;Casa per ferie;617;3131;211;1656;828;4787
2005;VB;SETTORE EXTRALBERGHIERO;Agriturismo;154;482;16;75;170;557
2006;VC;SETTORE EXTRALBERGHIERO;Affittacamere;1232;6352;606;4535;1838;10887
2006;VC;SETTORE EXTRALBERGHIERO;Casa per ferie;1043;20227;213;2023;1256;22250
2008;AL;SETTORE EXTRALBERGHIERO;Bed & Breakfast;2670;5674;1252;3400;3922;9074
2011;AT;SETTORE EXTRALBERGHIERO;CAV - Residence;453;2873;750;5282;1203;8155
2013;VB;SETTORE EXTRALBERGHIERO;Rifugio alpino;16;16;15;15;31;31
2020;TO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);36240;150006;13757;66057;49997;216063
2006;AL;SETTORE EXTRALBERGHIERO;Affittacamere;1890;4958;1239;4364;3129;9322
2006;CN;SETTORE EXTRALBERGHIERO;Campeggio;21993;110661;5163;19332;27156;129993
2016;TO;SETTORE EXTRALBERGHIERO;Agriturismo;11033;28969;2581;7058;13614;36027
2019;CN;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;3927;8495;3481;5340;7408;13835
2021;VB;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;640;2366;687;3238;1327;5604
2008;CN;SETTORE EXTRALBERGHIERO;CAV - Residence;2176;21939;1823;12686;3999;34625
2013;TO;SETTORE EXTRALBERGHIERO;Campeggio;107667;559690;5529;27825;113196;587515
2014;VC;SETTORE EXTRALBERGHIERO;CAV - Residence;1833;33206;1486;13297;3319;46503
2018;AL;SETTORE ALBERGHIERO;Albergo;142024;271231;95739;189435;237763;460666
2021;CN;SETTORE EXTRALBERGHIERO;Bed & Breakfast;18034;35343;6197;14737;24231;50080
2011;TO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);120174;384701;9207;63274;129381;447975
2015;AT;SETTORE EXTRALBERGHIERO;Bed & Breakfast;6868;11118;4980;13697;11848;24815
2017;CN;SETTORE EXTRALBERGHIERO;Agriturismo;36888;64919;40541;115728;77429;180647
2019;BI;SETTORE EXTRALBERGHIERO;Affittacamere;1444;2660;362;728;1806;3388
2019;BI;SETTORE EXTRALBERGHIERO;Casa per ferie;10334;20065;2555;4833;12889;24898
2010;CN;SETTORE EXTRALBERGHIERO;Rifugio alpino;6940;14365;1522;2199;8462;16564
2010;NO;SETTORE EXTRALBERGHIERO;Affittacamere;1366;6926;1053;4825;2419;11751
2016;VB;SETTORE ALBERGHIERO;Albergo;149686;341883;363362;1062482;513048;1404365
2016;VC;SETTORE EXTRALBERGHIERO;Rifugio alpino;2585;3114;3391;4246;5976;7360
2012;VB;SETTORE EXTRALBERGHIERO;Campeggio;24076;93262;103727;658770;127803;752032
2015;BI;SETTORE EXTRALBERGHIERO;Agriturismo;1201;3083;575;2429;1776;5512
2017;TO;SETTORE EXTRALBERGHIERO;Affittacamere;19080;57013;7933;21289;27013;78302
2017;TO;SETTORE EXTRALBERGHIERO;Casa per ferie;94532;912871;26436;254896;120968;1167767
2021;NO;SETTORE EXTRALBERGHIERO;Agriturismo;3412;7516;2222;6324;5634;13840
2013;TO;SETTORE EXTRALBERGHIERO;CAV - Residence;31390;201452;13698;112941;45088;314393
2013;VB;SETTORE EXTRALBERGHIERO;Affittacamere;4760;11814;4573;11121;9333;22935
2013;VB;SETTORE EXTRALBERGHIERO;Casa per ferie;11397;54778;1000;2398;12397;57176
2020;VC;SETTORE EXTRALBERGHIERO;Agriturismi (senza ricettività);0;0;null;null;0;0
2005;TO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);17250;161962;8390;95891;25640;257853
2009;AT;SETTORE EXTRALBERGHIERO;Bed & Breakfast;2693;5509;1987;6227;4680;11736
2011;CN;SETTORE EXTRALBERGHIERO;Agriturismo;25942;58797;24479;72657;50421;131454
2013;BI;SETTORE EXTRALBERGHIERO;Affittacamere;1316;2024;409;693;1725;2717
2013;BI;SETTORE EXTRALBERGHIERO;Casa per ferie;9464;21088;2215;4204;11679;25292
2017;VC;SETTORE EXTRALBERGHIERO;Agriturismo;1876;3784;383;840;2259;4624
2019;CN;SETTORE EXTRALBERGHIERO;Rifugio alpino;6355;28529;607;1729;6962;30258
2019;NO;SETTORE EXTRALBERGHIERO;Affittacamere;9398;34845;5564;14660;14962;49505
2019;NO;SETTORE EXTRALBERGHIERO;Casa per ferie;3126;14027;805;4461;3931;18488
2021;TO;SETTORE EXTRALBERGHIERO;Agriturismi (senza ricettività);0;0;null;null;0;0
2009;VB;SETTORE EXTRALBERGHIERO;Agriturismo;569;1263;66;178;635;1441
2010;VC;SETTORE EXTRALBERGHIERO;Affittacamere;2632;10574;1020;3652;3652;14226
2010;VC;SETTORE EXTRALBERGHIERO;Casa per ferie;2915;29622;106;4536;3021;34158
2012;AL;SETTORE EXTRALBERGHIERO;Bed & Breakfast;4302;7764;3270;6118;7572;13882
2015;AT;SETTORE EXTRALBERGHIERO;CAV - Residence;2021;7757;2324;14418;4345;22175
2017;VB;SETTORE EXTRALBERGHIERO;Rifugio alpino;5237;5983;3187;3758;8424;9741
2008;NO;SETTORE EXTRALBERGHIERO;Bed & Breakfast;952;2363;516;1157;1468;3520
2017;TO;SETTORE EXTRALBERGHIERO;CAV - Residence;60428;288866;24136;111547;84564;400413
2017;VB;SETTORE EXTRALBERGHIERO;Affittacamere;7182;15144;7877;17779;15059;32923
2017;VB;SETTORE EXTRALBERGHIERO;Casa per ferie;9935;42380;3063;11565;12998;53945
2018;AL;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;271;546;668;3064;939;3610
2006;VB;SETTORE EXTRALBERGHIERO;Campeggio;32320;130353;123726;799034;156046;929387
2009;BI;SETTORE EXTRALBERGHIERO;Agriturismo;691;2990;82;258;773;3248
2011;TO;SETTORE EXTRALBERGHIERO;Affittacamere;5917;30252;2195;7648;8112;37900
2011;TO;SETTORE EXTRALBERGHIERO;Casa per ferie;102808;514051;6071;69727;108879;583778
2015;NO;SETTORE EXTRALBERGHIERO;Agriturismo;3918;9989;3592;8543;7510;18532
2016;CN;SETTORE ALBERGHIERO;Albergo;233433;567087;150774;364425;384207;931512
2017;BI;SETTORE EXTRALBERGHIERO;Rifugio alpino;907;1233;681;687;1588;1920
2008;CN;SETTORE EXTRALBERGHIERO;Rifugio alpino;8223;22726;1704;1798;9927;24524
2008;NO;SETTORE EXTRALBERGHIERO;Affittacamere;1742;8948;1237;4541;2979;13489
2014;VB;SETTORE ALBERGHIERO;Albergo;128651;311029;346326;1031858;474977;1342887
2014;VC;SETTORE EXTRALBERGHIERO;Rifugio alpino;2170;2883;2602;3467;4772;6350
2007;TO;SETTORE EXTRALBERGHIERO;Agriturismo;2590;7235;548;1575;3138;8810
2010;CN;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;2961;5888;1791;2516;4752;8404
2013;AT;SETTORE EXTRALBERGHIERO;Affittacamere;4264;10295;3299;11218;7563;21513
2013;AT;SETTORE EXTRALBERGHIERO;Casa per ferie;3897;8558;1319;4665;5216;13223
2014;BI;SETTORE ALBERGHIERO;Albergo;29838;76992;13460;29147;43298;106139
2015;TO;SETTORE EXTRALBERGHIERO;Rifugio alpino;4973;8210;872;1114;5845;9324
2016;VC;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;747;2224;135;484;882;2708
2020;NO;SETTORE ALBERGHIERO;Albergo;127684;240352;37507;93431;165191;333783
2006;BI;SETTORE EXTRALBERGHIERO;Bed & Breakfast;491;1414;240;777;731;2191
2012;NO;SETTORE EXTRALBERGHIERO;Bed & Breakfast;2168;4035;2206;5090;4374;9125
2021;TO;SETTORE EXTRALBERGHIERO;CAV - Residence;25574;155650;7274;41442;32848;197092
2021;VB;SETTORE EXTRALBERGHIERO;Affittacamere;7680;16558;6201;15494;13881;32052
2021;VB;SETTORE EXTRALBERGHIERO;Casa per ferie;5097;19682;2428;7677;7525;27359
2008;NO;SETTORE EXTRALBERGHIERO;Campeggio;37794;182892;15445;78548;53239;261440
2016;AT;SETTORE EXTRALBERGHIERO;Agriturismo;16086;32174;15536;48453;31622;80627
2017;VB;SETTORE EXTRALBERGHIERO;Bed & Breakfast;8969;16618;13053;32279;22022;48897
2019;TO;SETTORE ALBERGHIERO;Albergo;1214689;2316720;598522;1611750;1813211;3928470
2005;VC;SETTORE EXTRALBERGHIERO;Bed & Breakfast;437;875;158;310;595;1185
2006;VB;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);4969;24297;11869;54349;16838;78646
2007;TO;SETTORE EXTRALBERGHIERO;Ostello;8295;19447;5788;27867;14083;47314
2012;AT;SETTORE ALBERGHIERO;Albergo;34141;65397;27424;63762;61565;129159
2014;BI;SETTORE EXTRALBERGHIERO;CAV - Residence;1906;15178;850;8454;2756;23632
2020;NO;SETTORE EXTRALBERGHIERO;CAV - Residence;3192;14873;2446;14984;5638;29857
2012;TO;SETTORE EXTRALBERGHIERO;CAV - Residence;23471;183580;10829;78067;34300;261647
2012;VB;SETTORE EXTRALBERGHIERO;Affittacamere;4022;11707;4640;11555;8662;23262
2012;VB;SETTORE EXTRALBERGHIERO;Casa per ferie;9142;48466;984;2439;10126;50905
2019;VC;SETTORE EXTRALBERGHIERO;Agriturismi (senza ricettività);0;0;null;null;0;0
2010;NO;SETTORE EXTRALBERGHIERO;CAV - Residence;265;1033;1006;5825;1271;6858
2013;AL;SETTORE EXTRALBERGHIERO;Ostello;2310;7576;1231;14167;3541;21743
2017;BI;SETTORE EXTRALBERGHIERO;Bed & Breakfast;4934;9177;2465;5357;7399;14534
2017;CN;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);2654;10195;2012;7628;4666;17823
2017;TO;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;926;2797;789;2262;1715;5059
2010;TO;SETTORE EXTRALBERGHIERO;Bed & Breakfast;6719;17429;1541;4479;8260;21908
2013;AL;SETTORE EXTRALBERGHIERO;CAV - Residence;3806;10621;3340;10755;7146;21376
2016;NO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);1205;9613;2267;21355;3472;30968
2018;CN;SETTORE EXTRALBERGHIERO;Affittacamere;30390;53800;29372;74687;59762;128487
2018;CN;SETTORE EXTRALBERGHIERO;Casa per ferie;8978;46901;815;5222;9793;52123
2009;TO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);69438;230016;5830;46757;75268;276773
2013;AT;SETTORE EXTRALBERGHIERO;Bed & Breakfast;5163;10110;3420;9381;8583;19491
2015;CN;SETTORE EXTRALBERGHIERO;Agriturismo;29401;56021;33788;93885;63189;149906
2017;BI;SETTORE EXTRALBERGHIERO;Affittacamere;1421;2476;603;988;2024;3464
2017;BI;SETTORE EXTRALBERGHIERO;Casa per ferie;10683;24090;2957;6255;13640;30345
2021;VC;SETTORE EXTRALBERGHIERO;Agriturismo;2888;7636;414;872;3302;8508
2007;VC;SETTORE ALBERGHIERO;Albergo;33105;122053;11822;45885;44927;167938
2012;AL;SETTORE EXTRALBERGHIERO;Affittacamere;6658;16009;3324;7085;9982;23094
2012;AL;SETTORE EXTRALBERGHIERO;Casa per ferie;3418;16605;380;1277;3798;17882
2012;CN;SETTORE EXTRALBERGHIERO;Campeggio;23275;121982;7009;27237;30284;149219
2018;VC;SETTORE EXTRALBERGHIERO;Campeggio;2978;11036;458;1805;3436;12841
2014;TO;SETTORE EXTRALBERGHIERO;Bed & Breakfast;12182;27659;3499;8334;15681;35993
2017;AL;SETTORE EXTRALBERGHIERO;CAV - Residence;6522;21741;3558;9494;10080;31235
2018;AT;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;606;1455;1191;4763;1797;6218
2020;NO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);242;3833;1186;9362;1428;13195
2006;AT;SETTORE ALBERGHIERO;Albergo;35090;69157;26514;59971;61604;129128
2008;BI;SETTORE EXTRALBERGHIERO;CAV - Residence;642;10651;327;2663;969;13314
2014;NO;SETTORE EXTRALBERGHIERO;CAV - Residence;670;2701;3138;15900;3808;18601
2017;AL;SETTORE EXTRALBERGHIERO;Ostello;3375;9794;1160;1651;4535;11445
2021;BI;SETTORE EXTRALBERGHIERO;Bed & Breakfast;5849;10505;1616;4556;7465;15061
2021;TO;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;327;1239;102;417;429;1656
2010;VC;SETTORE ALBERGHIERO;Albergo;35563;102155;10974;30776;46537;132931
2015;AL;SETTORE EXTRALBERGHIERO;Affittacamere;7143;19642;3636;7474;10779;27116
2015;AL;SETTORE EXTRALBERGHIERO;Casa per ferie;2589;13277;578;1644;3167;14921
2015;CN;SETTORE EXTRALBERGHIERO;Campeggio;28152;126732;8628;27778;36780;154510
2021;VC;SETTORE EXTRALBERGHIERO;Campeggio;5389;18115;699;1858;6088;19973
2014;TO;SETTORE EXTRALBERGHIERO;Agriturismo;5328;16056;1550;7198;6878;23254
2017;CN;SETTORE EXTRALBERGHIERO;Rifugio escursionistico;4149;6758;3671;5528;7820;12286
2019;VB;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;1307;3458;2388;7569;3695;11027
2020;AT;SETTORE EXTRALBERGHIERO;Affittacamere;4520;10088;2366;7116;6886;17204
2020;AT;SETTORE EXTRALBERGHIERO;Casa per ferie;527;833;5;19;532;852
2020;CN;SETTORE EXTRALBERGHIERO;Ostello;883;2307;96;236;979;2543
2021;BI;SETTORE ALBERGHIERO;Albergo;26045;60031;7112;19377;33157;79408
2005;NO;SETTORE ALBERGHIERO;Albergo;132149;268378;104075;207034;236224;475412
2008;AL;SETTORE EXTRALBERGHIERO;Agriturismo;8308;22860;4079;12431;12387;35291
2010;BI;SETTORE EXTRALBERGHIERO;Campeggio;6214;20322;1090;2799;7304;23121
2012;VB;SETTORE EXTRALBERGHIERO;CAV - Residence;4218;35408;24808;159554;29026;194962
2016;NO;SETTORE EXTRALBERGHIERO;Campeggio;25507;107263;27930;128279;53437;235542
2018;CN;SETTORE EXTRALBERGHIERO;Alloggio Vacanze;1957;17325;1620;6594;3577;23919
2010;AT;SETTORE ALBERGHIERO;Albergo;35191;66371;25742;64205;60933;130576
2012;BI;SETTORE EXTRALBERGHIERO;CAV - Residence;1447;20786;846;7859;2293;28645
2018;NO;SETTORE EXTRALBERGHIERO;CAV - Residence;2864;9981;4846;22100;7710;32081
2020;VB;SETTORE EXTRALBERGHIERO;Agriturismi (senza ricettività);0;0;null;null;0;0
2021;AL;SETTORE EXTRALBERGHIERO;Ostello;1066;4235;246;386;1312;4621
2013;TO;SETTORE ALBERGHIERO;Residenza Turistico Alberghiera (R.T.A.);120936;418516;14192;93064;135128;511580
2017;AT;SETTORE EXTRALBERGHIERO;Bed & Breakfast;7377;12689;5802;16602;13179;29291
2019;CN;SETTORE EXTRALBERGHIERO;Agriturismo;41830;72346;38674;105372;80504;177718
